candidate_id,gross_list_status,gross_list_name,canonical_product_id,slug,brand,model,family,current_status,provisional_decision,final_decision,decision_change_reason,rank,score,confidence,trusted_active_total,safe_proposal_total,source_count,price_evidence,matchability_risk,variant_decision,query_readiness,main_reason,promotion_or_removal_trigger,evidence_basis,candidate_origin,hierarchy_role,kg_status,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits
CAND-0069,not_on_gross_list,,d9bd7176-0ecb-4f45-a6ad-1a59b96c8001,wurlitzer-207,Wurlitzer,207,Electric pianos,classic/qa_only,incumbent_removed,incumbent_removed,Unchanged from Prompt 03 (incumbent removal); now also shown to be OFF the gross list.,36,33,medium,2,9,3,"median 577 DKK (p25 512 / p75 15871, n=11)",1 deferrals (ambiguous_tie:1); 0 rejected,"Classroom variant; inseparable from the 200 family. NOTE: 207 is NOT in the gross-list family string (""200 / 200A / 204"").",Incumbent (classic tier); qa_only.,"Eleven records, 577 DKK median - the matches are parts.",PROMOTE when whole-unit supply exceeds 10.,not_on_gross_list+klup_trusted+klup_dryrun+incumbent_query,gross_list_336,,exact_kg_product,,,
CAND-0070,not_on_gross_list,,edf4be31-0e24-4c68-8e2a-c97e52840d36,yamaha-dx7iid-dx7iifd,Yamaha,,Vintage synthesizers,standard/qa_only,,out_of_gross_list_high_evidence,NEW: reverses the Prompt 03 DX7/DX7 II combine.,37,30,low,0,0,0,,0 deferrals; 0 rejected,"DX7 II split OUT of the DX7 page. Separate decision, as required.",Not queried anywhere.,ZERO observable supply of any kind - the row exists but nothing has ever matched it.,PROMOTE when any observable supply appears.,"not_on_gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0071,duplicate_consolidated,Access Virus A / B / C / TI,1a70f939-1fb3-4246-8e52-43275265bd1b,access-virus-b,Access,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0072,duplicate_consolidated,Access Virus A / B / C / TI,2ed44647-2f3f-4605-9418-be1c35c21740,access-virus-c,Access,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0073,duplicate_consolidated,Access Virus A / B / C / TI,3207286d-474b-4e67-8921-0a9258f7d540,access-virus-ti-snow,Access,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0074,duplicate_consolidated,Access Virus A / B / C / TI,836dc2ff-03ea-4350-84e8-b0e9a005e687,access-virus,Access,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0075,duplicate_consolidated,Access Virus A / B / C / TI,e81cea4a-c124-4076-8f33-97ebc8fdf265,access-virus-ti,Access,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0076,duplicate_consolidated,Access Virus A / B / C / TI,f5fbb21d-8f29-4337-8091-2ff6571ea34d,access-virus-ti-polar,Access,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0077,duplicate_consolidated,Akai AX60 / AX73 / AX80,2fdcdd49-dcac-456e-a0b6-3f278e3630ee,akai-ax73,Akai,AX73,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,1,1,1,"median 7715 DKK (p25 108 / p75 7715, n=2)",1 deferrals (non_product_intent:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0078,duplicate_consolidated,Akai AX60 / AX73 / AX80,4abc498a-665b-4fce-a86f-db8549eefff3,akai-ax60,Akai,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0079,duplicate_consolidated,Akai AX60 / AX73 / AX80,a615a361-7800-49c3-a6d8-bff252a8bc75,akai-ax80,Akai,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0080,exact_match,Akai MPC3000,5404dd30-1550-41d4-b08d-aef50d0e6ad7,akai-mpc3000,Akai,MPC3000,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,1,3,1,"median 27283 DKK (p25 1160 / p75 45340, n=4)",0 deferrals; 52 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0081,variant_split,Akai MPC2000 / MPC2000XL,5d19c42a-115c-4db8-bc60-28b3bc7117c3,akai-mpc2000,Akai,MPC2000,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,6,14,1,"median 4841 DKK (p25 2585 / p75 5830, n=20)",1 deferrals (ambiguous_tie:1); 33 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0082,exact_match,Akai S900 / S950,ac39e5c6-43d2-46be-924e-0bdf69618177,akai-s900,Akai,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0083,exact_match,Akai S1000 / S1100,b7780d4e-93af-4b42-9670-e8ef424ca019,akai-s1000,Akai,S1000,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,34,1,"median 538 DKK (p25 265 / p75 900, n=34)",3 deferrals (non_product_intent:2 ambiguous_tie:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0084,exact_match,Akai S3000XL / S3200,52ef0bea-de40-4a85-b13c-66891140dd18,akai-s3000xl,Akai,S3000XL,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,10,10,1,"median 3274 DKK (p25 137 / p75 5137, n=20)",1 deferrals (ambiguous_tie:1); 36 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0085,exact_match,Alesis Andromeda A6,1615c4ea-15fb-4980-a1b9-279c1d343720,alesis-andromeda-a6,Alesis,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0086,exact_match,Alesis HR-16 / HR-16B,0e29d00c-cde0-4d7c-adec-ef41551d3585,alesis-hr-16,Alesis,HR-16,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,24,1,"median 1328 DKK (p25 194 / p75 2236, n=24)",14 deferrals (ambiguous_tie:12 non_product_intent:2); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0087,exact_match,Alesis Quadrasynth,fc308982-efe1-419e-80fa-3c1f05ca5d05,alesis-quadrasynth,Alesis,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0088,duplicate_consolidated,Alesis SR-16,55b20d9e-bd91-426f-8d8e-7575cff4e40c,alesis-alesis-sr-16-drum-machine,Alesis,SR-16 Drum Machine,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,35 deferrals (ambiguous_tie:35); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0089,duplicate_consolidated,Alesis SR-16,bde486a8-c856-4780-8015-0465c8871771,alesis-sr-16,Alesis,SR-16,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,13,1,"median 1030 DKK (p25 917 / p75 1030, n=13)",37 deferrals (ambiguous_tie:37); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0090,exact_match,AMS Neve 1073SPX,964e93f7-41aa-403a-b163-2c1530cef0fd,neve-1073spx-d,Neve,1073SPX-D,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,2,2,1,"median 19402 DKK (p25 16744 / p75 19402, n=4)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0091,duplicate_consolidated,AMS Neve 8801,0dd137f3-b10c-4831-921e-5fb6fa591489,neve-ams-neve-8801-channel-strip-2010s-blue,Neve,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0092,duplicate_consolidated,AMS Neve 8801,6761968e-f808-4801-8d49-7eba7a36e4da,neve-8801,Neve,8801,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,5,1,1,"median 19755 DKK (p25 12472 / p75 24682, n=6)",0 deferrals; 1 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0093,duplicate_consolidated,API 2500 / 2500+,39a4cc0c-304a-4e1d-8ef0-1de0d8d53a20,api-api-2500-stereo-bus-compressor,API,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0094,duplicate_consolidated,API 2500 / 2500+,6570c0a5-71dc-43bc-a3f3-bcf5868a8e2a,api-api-audio-2500--stereo-bus-compressor,API,Audio 2500+ | Stereo Bus Compressor,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 21345 DKK (p25 21345 / p75 21345, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0095,duplicate_consolidated,API 2500 / 2500+,a5e1aff6-a6af-45b3-90d5-697065d093d9,api-api-2500-stereo-bus-compressor-2000-2019-black,API,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0096,exact_match,API 3124V,eb182774-52ef-4b1c-8c99-fa97ae36af54,api-api-3124v--4-channel-microphone-line-preamp,API,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0097,duplicate_consolidated,API 550A,11b7e31d-0f6d-41bc-b983-e3cb17da05aa,api-api-audio-550a--500-series-3-band-equalizer--pro-audio-la,API,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0098,duplicate_consolidated,API 550A,560570cb-ae15-4cee-b0b3-49e3033e76eb,api-api-550a-stereo-pair,API,550A Stereo Pair,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0099,duplicate_consolidated,API 550A,a70c33e1-0fe3-4025-9958-08342455d158,api-api-550a-vintage,API,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0100,duplicate_consolidated,API 550A,ff3f7a20-78ca-404e-af32-fb4ae49f30d8,api-api-audio-550a-500-series-eq,API,Audio 550A 500 Series EQ,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0101,exact_match,API 560,1b5fe55a-fd31-4d7c-be23-8d354f3a773d,api-api-audio-560--500-series-graphic-equalizer--pro-audio-la,API,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0102,duplicate_consolidated,ARP 2500,34f78592-6031-4821-b27e-c3702fd76c5c,arp-2500,Arp,2500,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,6,1,"median 3239 DKK (p25 648 / p75 6821, n=6)",96 deferrals (ambiguous_tie:46 brand_mismatch:40); 3 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0103,duplicate_consolidated,ARP 2500,7c4851ba-0841-4b3e-aa74-bdf292b0bd09,arp-arp-2500-early-1970s,Arp,2500 Early 1970's,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0104,duplicate_consolidated,ARP 2600,19b29210-02f2-4e95-b1b2-8bc25fe23460,arp-korg-arp-2600,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0105,duplicate_consolidated; variant_split,ARP 2600; ARP Axxe; ARP Odyssey,4bc85194-bede-42d6-857f-24b03254c9c6,arp-arp-little-brother-analog-synthesizer-expander-module-1975-1977-for-odyssey-axxe-2600,Arp,Little Brother Analog Synthesizer Expander Module 1975-1977 for Odyssey Axxe 2600,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,1 deferrals (ambiguous_tie:1); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0106,duplicate_consolidated,ARP 2600,578fa07f-879c-4942-b569-0ddf5c11334c,arp-arp-2600-modular-synthesizer-meticulously-refurbished-vintage-synth-dealer,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0107,duplicate_consolidated,ARP 2600,59414df1-905b-4cc9-8f44-024cf2adbf1c,arp-arp-3620--2600-with-road-case,Arp,3620 & 2600 with Road Case,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0108,duplicate_consolidated,ARP 2600,69bedd7d-27cf-4aaa-a940-2f1468445dc0,arp-arp-2601-mkii-2600--3604-keyboard-1977-1979-black-orange,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0109,duplicate_consolidated,ARP 2600,9ab11881-aba2-4766-8062-819713092ae2,arp-arp-2600-3620-keyboard-1970s-black,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0110,duplicate_consolidated,ARP 2600,d31230ef-6147-4d7d-b28c-251f304e795c,arp-arp-2600-1973-grey-meanie,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0111,duplicate_consolidated,ARP 2600,dcfa3f1a-9c90-43d0-83f4-81e80bcd25b8,arp-arp-2600-original-pro-serviced-w-restoration-by-phil-cirocco,Arp,2600 - ORIGINAL - Pro-Serviced w/Restoration by Phil Cirocco,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,1 deferrals (ambiguous_tie:1); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0112,variant_split,ARP Avatar,05f50e72-ba07-4b7b-89a6-29ce7d5d6c79,arp-arp-avatar-monophonic-analog-synthesizer-modified-w-road-case,Arp,Avatar Monophonic Analog Synthesizer (Modified) w/ Road Case,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 16492 DKK (p25 16492 / p75 16492, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0113,variant_split,ARP Avatar,423bce58-edb6-4560-9790-abc377540b8a,arp-avatar,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0114,variant_split,ARP Avatar; ARP Odyssey,4d26ff90-5431-493d-9e02-e1394b80ad37,arp-arp-avatar-synthesizer-odyssey-restored-only-cv-gate-control-vintage-synth-dealr,Arp,AVATAR Synthesizer odyssey RESTORED only CV gate control VINTAGE SYNTH DEALR,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 32067 DKK (p25 32067 / p75 32067, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0115,variant_split,ARP Avatar,9bc2b562-a3cb-4478-a1cf-7060ecf49393,arp-tested-working-arp-omni-2-1-avatar-power-supply-board-2,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0116,variant_split,ARP Avatar,b73a7e3b-afb3-4287-b514-550c85d159ee,arp-tested-working-arp-omni-2-1-avatar-power-supply-board-3,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0117,variant_split,ARP Avatar,ba441ce7-6627-408f-b3f8-aee9fed47988,arp-tested-working-arp-omni-2-1-avatar-power-supply-board-1,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0118,variant_split,ARP Avatar,ed3e16e0-cd7d-4846-80fa-c290cfdb742f,arp-arp-avatar-hex-input-mixer-by-series-circuits,Arp,Avatar Hex Input Mixer by Series Circuits,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 2386 DKK (p25 2386 / p75 2386, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0119,duplicate_consolidated,ARP Axxe,191f9a3b-41e4-4c41-8c90-817e16d39ddf,arp-fully-restored-1979-arp-axxe-analog-mono-synth-usa-synthesizer-w-demo,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0120,duplicate_consolidated,ARP Axxe,372379c0-a5ec-4097-aa58-d7445a8a9826,arp-arp-axxe-monophonic-analog-synthesizer-1975-1978-black-gold,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0121,duplicate_consolidated,ARP Axxe,4660c436-68f2-49ab-b8d4-736d7d49d5ab,arp-arp-axxe-monophonic-analog-synthesizer-1979-1981-black-orange-serviced-warranty,Arp,Axxe Monophonic Analog Synthesizer 1979 - 1981 - Black / Orange (serviced / warranty),,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0122,duplicate_consolidated,ARP Axxe,6bf78a99-f924-4234-86bd-bbb2c16dd22e,arp-arp-axxe-1970s-black,Arp,Axxe 1970s - Black,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,1 deferrals (ambiguous_tie:1); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0123,duplicate_consolidated,ARP Axxe,85c1d556-c142-4240-a3df-c93d8d785d4f,arp-arp-axxe-mark-1-moog-filter,Arp,axxe mark 1 moog filter,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
