source,origin,label,brand,variant,hierarchy_role,final_decision,kg_status,existing_slug,outcome,seed_brand,seed_slug,model_token,reason
overlay_182,user_authoritative_addition,Suhr Classic S,Suhr,Suhr Classic S,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,suhr,suhr-classic-s,Classic S,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Suhr Classic T,Suhr,Suhr Classic T,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,suhr,suhr-classic-t,Classic T,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Heritage H-150,Heritage,Heritage H-150,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,heritage,heritage-h-150,H-150,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Heritage H-535,Heritage,Heritage H-535,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,heritage,heritage-h-535,H-535,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Eastman SB59,Eastman,Eastman SB59,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,eastman,eastman-sb59,SB59,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,user_authoritative_addition,Takamine F-360S,Takamine,Takamine F-360S,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,takamine,takamine-f-360s,F-360S,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Mustang,Fender,Fender Mustang,matchable_canonical_product,excluded,exact_kg_product,fender-fender-fender-player-ii-mustang-pj-bass-coral-red,existing_exact_kg_product,,,Mustang,already in the KG as fender-fender-fender-player-ii-mustang-pj-bass-coral-red
overlay_182,assistant_obvious_challenger,Gibson Firebird,Gibson,Gibson Firebird,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,gibson,gibson-firebird,Firebird,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Gibson Explorer,Gibson,Gibson Explorer,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,gibson,gibson-explorer,Explorer,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Gibson Flying V,Gibson,Gibson Flying V,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,gibson,gibson-flying-v,Flying V,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Epiphone Casino,Epiphone,Epiphone Casino,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,epiphone,epiphone-casino,Casino,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Gretsch Duo Jet,Gretsch,Gretsch Duo Jet,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,gretsch,gretsch-duo-jet,Duo Jet,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Gretsch Country Gentleman,Gretsch,Gretsch Country Gentleman,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,gretsch,gretsch-country-gentleman,Country Gentleman,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Yamaha SG-2000,Yamaha,Yamaha SG-2000,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,yamaha,yamaha-sg-2000,SG-2000,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Mustang Bass,Fender,Fender Mustang Bass,matchable_canonical_product,core,partial_family_multiple_kg_rows,fender-mustang-bass,existing_exact_kg_product,,,Mustang Bass,already in the KG as fender-mustang-bass
overlay_182,assistant_obvious_challenger,Gibson Thunderbird,Gibson,Gibson Thunderbird,matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,gibson,gibson-thunderbird,Thunderbird,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Gibson SJ-200,Gibson,Gibson SJ-200,matchable_canonical_product,core,partial_family_multiple_kg_rows,gibson-sj-200-original,existing_exact_kg_product,,,SJ-200,already in the KG as gibson-sj-200-original
overlay_182,assistant_obvious_challenger,Guild D-55,Guild,Guild D-55,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,guild,guild-d-55,D-55,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Taylor 814ce,Taylor,Taylor 814ce,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,taylor,taylor-814ce,814ce,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Boss CE-1,Boss,Boss CE-1,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-ce-1,CE-1,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Boss DM-2,Boss,Boss DM-2,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-dm-2,DM-2,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Boss DM-2W,Boss,Boss DM-2W,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-dm-2w,DM-2W,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Boss OD-1,Boss,Boss OD-1,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-od-1,OD-1,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Boss HM-2,Boss,Boss HM-2,matchable_canonical_product,excluded,exact_kg_product,boss-boss-boss-hm-2-heavy-metal-pedal--black-label-made-in-japan-1985-w-box--serial-no-573600-1985,existing_exact_kg_product,,,HM-2,already in the KG as boss-boss-boss-hm-2-heavy-metal-pedal--black-label-made-in-japan-1985-w-box--serial-no-573600-1985
overlay_182,assistant_obvious_challenger,Boss BD-2,Boss,Boss BD-2,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,boss,boss-bd-2,BD-2,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,EHX Big Muff Pi Triangle,Electro-Harmonix,EHX Big Muff Pi Triangle,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-big-muff-pi-triangle,EHX Big Muff Pi Triangle,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,EHX Big Muff Pi Ram's Head,Electro-Harmonix,EHX Big Muff Pi Ram's Head,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-big-muff-pi-ram-s-head,EHX Big Muff Pi Ram's Head,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,EHX Big Muff Pi Russian,Electro-Harmonix,EHX Big Muff Pi Russian,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-big-muff-pi-russian,EHX Big Muff Pi Russian,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,EHX Big Muff Pi Op-Amp,Electro-Harmonix,EHX Big Muff Pi Op-Amp,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-big-muff-pi-op-amp,EHX Big Muff Pi Op-Amp,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,EHX Big Muff Pi (current),Electro-Harmonix,EHX Big Muff Pi (current),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,electro-harmonix,ehx-big-muff-pi-current,EHX Big Muff Pi (current),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Ibanez TS808,Ibanez,Ibanez TS808,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,ibanez,ibanez-ts808,TS808,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Ibanez TS9,Ibanez,Ibanez TS9,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,ibanez,ibanez-ts9,TS9,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Pro Co RAT / RAT2,Pro Co,Pro Co RAT / RAT2,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,pro-co,pro-co-rat-rat2,RAT / RAT2,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Klon Centaur,Klon,Klon Centaur,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,klon,klon-centaur,Centaur,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Klon KTR,Klon,Klon KTR,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,klon,klon-ktr,KTR,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,MXR Phase 90,MXR,MXR Phase 90,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,mxr,mxr-phase-90,Phase 90,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Strymon TimeLine,Strymon,Strymon TimeLine,matchable_canonical_product,reserve,exact_kg_product,strymon-timeline,existing_exact_kg_product,,,TimeLine,already in the KG as strymon-timeline
overlay_182,assistant_obvious_challenger,Fender Deluxe Reverb (vintage),Fender,Fender Deluxe Reverb (vintage),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-deluxe-reverb-vintage,Deluxe Reverb (vintage),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender '65 Deluxe Reverb Reissue,Fender,Fender '65 Deluxe Reverb Reissue,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-65-deluxe-reverb-reissue,'65 Deluxe Reverb Reissue,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender '68 Custom Deluxe Reverb,Fender,Fender '68 Custom Deluxe Reverb,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-68-custom-deluxe-reverb,'68 Custom Deluxe Reverb,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Tone Master Deluxe Reverb,Fender,Fender Tone Master Deluxe Reverb,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-tone-master-deluxe-reverb,Tone Master Deluxe Reverb,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Princeton Reverb (vintage),Fender,Fender Princeton Reverb (vintage),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-princeton-reverb-vintage,Princeton Reverb (vintage),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender '65 Princeton Reverb Reissue,Fender,Fender '65 Princeton Reverb Reissue,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-65-princeton-reverb-reissue,'65 Princeton Reverb Reissue,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Tone Master Princeton Reverb,Fender,Fender Tone Master Princeton Reverb,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-tone-master-princeton-reverb,Tone Master Princeton Reverb,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Twin Reverb (vintage),Fender,Fender Twin Reverb (vintage),matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,fender,fender-twin-reverb-vintage,Twin Reverb (vintage),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender '65 Twin Reverb Reissue,Fender,Fender '65 Twin Reverb Reissue,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-65-twin-reverb-reissue,'65 Twin Reverb Reissue,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Fender Tone Master Twin Reverb,Fender,Fender Tone Master Twin Reverb,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,fender,fender-tone-master-twin-reverb,Tone Master Twin Reverb,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Marshall JTM45,Marshall,Marshall JTM45,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,marshall,marshall-jtm45,JTM45,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Marshall Super Lead / Plexi,Marshall,Marshall Super Lead / Plexi,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,marshall,marshall-super-lead-plexi,Super Lead / Plexi,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Marshall JCM800 2203,Marshall,Marshall JCM800 2203,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,marshall,marshall-jcm800-2203,JCM800 2203,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Marshall JCM800 2204,Marshall,Marshall JCM800 2204,matchable_canonical_product,reserve,missing_from_kg,,added_verified_kg_product,marshall,marshall-jcm800-2204,JCM800 2204,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Vox AC30 (vintage),Vox,Vox AC30 (vintage),matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,vox,vox-ac30-vintage,AC30 (vintage),exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Mesa/Boogie Dual Rectifier,Mesa/Boogie,Mesa/Boogie Dual Rectifier,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,mesa-boogie,mesa-boogie-dual-rectifier,Dual Rectifier,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Mesa/Boogie Mark IIC+,Mesa/Boogie,Mesa/Boogie Mark IIC+,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,mesa-boogie,mesa-boogie-mark-iic,Mark IIC+,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Roland JC-120,Roland,Roland JC-120,matchable_canonical_product,reserve,partial_family_multiple_kg_rows,,existing_exact_kg_product,,,JC-120,canonical survivor selected from a polluted family; no consolidation required
overlay_182,assistant_obvious_challenger,Ampeg B-15,Ampeg,Ampeg B-15,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,ampeg,ampeg-b-15,B-15,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
overlay_182,assistant_obvious_challenger,Ampeg SVT,Ampeg,Ampeg SVT,matchable_canonical_product,excluded,missing_from_kg,,added_verified_kg_product,ampeg,ampeg-svt,SVT,exact brand + precise model boundary; carried in the canonical seed at known/private/unmonitored
gross_list_336,gross_list_336,Roland Juno-106 / HS-60,Roland,Juno-106,matchable_canonical_product,core,exact_kg_product,roland-juno-106,existing_exact_kg_product,,,,already in the KG as roland-juno-106
gross_list_336,gross_list_336,Roland Juno-60,Roland,Juno-60,matchable_canonical_product,core,exact_kg_product,roland-juno-60,existing_exact_kg_product,,,,already in the KG as roland-juno-60
gross_list_336,gross_list_336,Roland TR-909,Roland,TR-909,matchable_canonical_product,core,exact_kg_product,roland-tr-909,existing_exact_kg_product,,,,already in the KG as roland-tr-909
gross_list_336,gross_list_336,Moog Minimoog Model D,Moog,Minimoog,matchable_canonical_product,core,exact_kg_product,moog-minimoog,existing_exact_kg_product,,,,already in the KG as moog-minimoog
gross_list_336,gross_list_336,Roland TR-808,Roland,TR-808,matchable_canonical_product,core,exact_kg_product,roland-tr-808,existing_exact_kg_product,,,,already in the KG as roland-tr-808
gross_list_336,gross_list_336,Korg MS-20,Korg,MS-20,matchable_canonical_product,core,exact_kg_product,korg-ms-20,existing_exact_kg_product,,,,already in the KG as korg-ms-20
gross_list_336,gross_list_336,Rhodes Mark I / Mark II / Mark V Stage,Rhodes,Mark I Suitcase 73,matchable_canonical_product,core,exact_kg_product,rhodes-mark-i-suitcase-73,existing_exact_kg_product,,,,already in the KG as rhodes-mark-i-suitcase-73
gross_list_336,gross_list_336,Roland RE-101 / RE-150 / RE-201 / RE-301 Space Echo,Roland,RE-201,matchable_canonical_product,core,exact_kg_product,roland-re-201,existing_exact_kg_product,,,,already in the KG as roland-re-201
gross_list_336,gross_list_336,Sequential Circuits Prophet-10,Sequential,Prophet-10,matchable_canonical_product,core,exact_kg_product,sequential-prophet-10,existing_exact_kg_product,,,,already in the KG as sequential-prophet-10
gross_list_336,gross_list_336,Roland Jupiter-8,Roland,Jupiter-8,matchable_canonical_product,core,exact_kg_product,roland-jupiter-8,existing_exact_kg_product,,,,already in the KG as roland-jupiter-8
gross_list_336,gross_list_336,Roland SH-101,Roland,SH-101,matchable_canonical_product,core,exact_kg_product,roland-sh-101,existing_exact_kg_product,,,,already in the KG as roland-sh-101
gross_list_336,gross_list_336,Rhodes Mark I / Mark II / Mark V Stage,Rhodes,Mark II Stage 73,matchable_canonical_product,core,exact_kg_product,rhodes-mark-ii-stage-73,existing_exact_kg_product,,,,already in the KG as rhodes-mark-ii-stage-73
gross_list_336,gross_list_336,Neumann U87 / U87 Ai,Neumann,U 87 Ai,matchable_canonical_product,core,exact_kg_product,neumann-u87ai,existing_exact_kg_product,,,,already in the KG as neumann-u87ai
gross_list_336,gross_list_336,Roland Juno-6,Roland,Juno-6,matchable_canonical_product,core,exact_kg_product,roland-juno-6,existing_exact_kg_product,,,,already in the KG as roland-juno-6
gross_list_336,gross_list_336,Rhodes Mark I / Mark II / Mark V Stage,Rhodes,Mark I Stage 73,matchable_canonical_product,core,exact_kg_product,rhodes-mark-i-stage-73,existing_exact_kg_product,,,,already in the KG as rhodes-mark-i-stage-73
gross_list_336,gross_list_336,Roland RE-501 / SRE-555 Chorus Echo,Roland,RE-501,matchable_canonical_product,core,exact_kg_product,roland-re-501,existing_exact_kg_product,,,,already in the KG as roland-re-501
gross_list_336,gross_list_336,Roland TR-707 / TR-727,Roland,TR-707,matchable_canonical_product,core,exact_kg_product,roland-tr-707,existing_exact_kg_product,,,,already in the KG as roland-tr-707
gross_list_336,gross_list_336,Moog Minimoog Model D,Moog,Model D,matchable_canonical_product,core,exact_kg_product,moog-model-d,existing_exact_kg_product,,,,already in the KG as moog-model-d
gross_list_336,gross_list_336,Wurlitzer 200 / 200A / 204,Wurlitzer,200A,matchable_canonical_product,core,exact_kg_product,wurlitzer-200a,existing_exact_kg_product,,,,already in the KG as wurlitzer-200a
gross_list_336,gross_list_336,E-MU Systems SP-12 / SP-1200,E Mu,SP-1200,matchable_canonical_product,core,exact_kg_product,emu-sp-1200,existing_exact_kg_product,,,,already in the KG as emu-sp-1200
gross_list_336,gross_list_336,Tube-Tech CL 1B,Tube-Tech,CL 1B,matchable_canonical_product,core,exact_kg_product,tube-tech-cl1b,existing_exact_kg_product,,,,already in the KG as tube-tech-cl1b
gross_list_336,gross_list_336,Universal Audio 1176LN / 1176SE,Universal Audio,1176LN,matchable_canonical_product,core,exact_kg_product,ua-1176ln,existing_exact_kg_product,,,,already in the KG as ua-1176ln
gross_list_336,gross_list_336,Korg Mono/Poly,Korg,MONO/POLY,matchable_canonical_product,core,exact_kg_product,korg-mono-poly,existing_exact_kg_product,,,,already in the KG as korg-mono-poly
gross_list_336,gross_list_336,Korg Polysix,Korg,PolySix,matchable_canonical_product,core,exact_kg_product,korg-polysix,existing_exact_kg_product,,,,already in the KG as korg-polysix
gross_list_336,gross_list_336,Roland Jupiter-4,Roland,Jupiter-4,matchable_canonical_product,core,exact_kg_product,roland-jupiter-4,existing_exact_kg_product,,,,already in the KG as roland-jupiter-4
gross_list_336,gross_list_336,Yamaha DX7 / DX7II,Yamaha,DX7,matchable_canonical_product,core,exact_kg_product,yamaha-dx7,existing_exact_kg_product,,,,already in the KG as yamaha-dx7
gross_list_336,gross_list_336,Manley VOXBOX,Manley,VOXBOX,matchable_canonical_product,core,exact_kg_product,manley-voxbox,existing_exact_kg_product,,,,already in the KG as manley-voxbox
gross_list_336,gross_list_336,Roland TR-606,Roland,TR-606,matchable_canonical_product,core,exact_kg_product,roland-tr-606,existing_exact_kg_product,,,,already in the KG as roland-tr-606
gross_list_336,gross_list_336,Tube-Tech LCA 2B,Tube-Tech,LCA 2B,matchable_canonical_product,core,exact_kg_product,tube-tech-lca-2b,existing_exact_kg_product,,,,already in the KG as tube-tech-lca-2b
gross_list_336,gross_list_336,Roland System-100 / 100M,Roland,System 100,matchable_canonical_product,core,exact_kg_product,roland-system-100,existing_exact_kg_product,,,,already in the KG as roland-system-100
gross_list_336,gross_list_336,Rupert Neve Designs Master Buss Processor,Neve,Portico II Master Buss Processor,matchable_canonical_product,core,exact_kg_product,neve-portico-ii-master-buss-processor,existing_exact_kg_product,,,,already in the KG as neve-portico-ii-master-buss-processor
gross_list_336,gross_list_336,Moog Source,Moog,Source,matchable_canonical_product,core,exact_kg_product,moog-source,existing_exact_kg_product,,,,already in the KG as moog-source
gross_list_336,gross_list_336,Roland TR-707 / TR-727,Roland,TR-727,matchable_canonical_product,reserve,exact_kg_product,roland-tr-727,existing_exact_kg_product,,,,already in the KG as roland-tr-727
