candidate_origin,brand,family,proposed_variant,category,hierarchy_role,match_target_status,kg_status,brand_in_kg,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits,lexical_median_dkk,contamination_rate_pct,score,confidence,boundary_note,source_rationale
assistant_obvious_challenger,Fender,Fender Mustang,Fender Mustang,electric-guitars,matchable_canonical_product,match_target,exact_kg_product,yes,,6,2,5506,0,48,low,Short scale; excludes Mustang Bass.,Assistant obvious challenger
assistant_obvious_challenger,Gibson,Gibson Firebird,Gibson Firebird,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,3,2,820,0,45,low,Distinct body.,Assistant obvious challenger
assistant_obvious_challenger,Gibson,Gibson Explorer,Gibson Explorer,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,2,0,97171,33,40,low,Distinct body.,Assistant obvious challenger
assistant_obvious_challenger,Gibson,Gibson Flying V,Gibson Flying V,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,4,0,468,0,48,low,Distinct body.,Assistant obvious challenger
assistant_obvious_challenger,Epiphone,Epiphone Casino,Epiphone Casino,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,36,low,Hollow P-90; own brand.,Assistant obvious challenger
assistant_obvious_challenger,Gretsch,Gretsch Electric,Gretsch Duo Jet,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,35,low,Solid/chambered.,Assistant obvious challenger
assistant_obvious_challenger,Gretsch,Gretsch Electric,Gretsch Country Gentleman,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,35,low,Large hollow.,Assistant obvious challenger
assistant_obvious_challenger,Yamaha,Yamaha SG,Yamaha SG-2000,electric-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,36,low,Vintage Japan flagship.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Mustang Bass,Fender Mustang Bass,bass-guitars,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,74,1,11984,12,60,low,Short scale bass.,Assistant obvious challenger
assistant_obvious_challenger,Gibson,Gibson Thunderbird,Gibson Thunderbird,bass-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,1,30000,0,50,low,Neck-through bass.,Assistant obvious challenger
assistant_obvious_challenger,Gibson,Gibson Acoustic,Gibson SJ-200,acoustic-guitars,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,268,0,36919,0,74,low,Flagship jumbo.,Assistant obvious challenger
assistant_obvious_challenger,Guild,Guild Acoustic,Guild D-55,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,34,low,Flagship dreadnought.,Assistant obvious challenger
assistant_obvious_challenger,Taylor,Taylor Acoustic,Taylor 814ce,acoustic-guitars,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,33,low,Flagship GA.,Assistant obvious challenger
assistant_obvious_challenger,Boss,Boss Chorus,Boss CE-1,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,0,9717,0,48,low,Chorus Ensemble; vintage.,Assistant obvious challenger
assistant_obvious_challenger,Boss,Boss Delay,Boss DM-2,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,34,low,Analog delay; vintage.,Assistant obvious challenger
assistant_obvious_challenger,Boss,Boss Delay,Boss DM-2W,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,31,low,Waza Craft reissue.,Assistant obvious challenger
assistant_obvious_challenger,Boss,Boss Drive,Boss OD-1,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,35,low,Overdrive; vintage.,Assistant obvious challenger
assistant_obvious_challenger,Boss,Boss Drive,Boss HM-2,effects-and-pedals,matchable_canonical_product,match_target,exact_kg_product,yes,,9,0,162,0,46,low,Swedish death metal chainsaw.,Assistant obvious challenger
assistant_obvious_challenger,Boss,Boss Drive,Boss BD-2,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,3,0,155,0,41,low,Blues Driver.,Assistant obvious challenger
assistant_obvious_challenger,Electro-Harmonix,EHX Big Muff,EHX Big Muff Pi Triangle,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,36,low,V1 Triangle.,Assistant obvious challenger
assistant_obvious_challenger,Electro-Harmonix,EHX Big Muff,EHX Big Muff Pi Ram's Head,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,36,low,V2.,Assistant obvious challenger
assistant_obvious_challenger,Electro-Harmonix,EHX Big Muff,EHX Big Muff Pi Russian,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,34,low,Sovtek era.,Assistant obvious challenger
assistant_obvious_challenger,Electro-Harmonix,EHX Big Muff,EHX Big Muff Pi Op-Amp,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,35,low,V4 IC version.,Assistant obvious challenger
assistant_obvious_challenger,Electro-Harmonix,EHX Big Muff,EHX Big Muff Pi (current),effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,30,low,Current production baseline.,Assistant obvious challenger
assistant_obvious_challenger,Ibanez,Ibanez Tube Screamer,Ibanez TS808,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,37,low,Original/reissue split pending.,Assistant obvious challenger
assistant_obvious_challenger,Ibanez,Ibanez Tube Screamer,Ibanez TS9,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,35,low,Distinct circuit.,Assistant obvious challenger
assistant_obvious_challenger,Pro Co,Pro Co RAT,Pro Co RAT / RAT2,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,34,low,Vintage variants only where reliable.,Assistant obvious challenger
assistant_obvious_challenger,Klon,Klon,Klon Centaur,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,40,low,Extreme value; boutique.,Assistant obvious challenger
assistant_obvious_challenger,Klon,Klon,Klon KTR,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,34,low,Production version; separate price.,Assistant obvious challenger
assistant_obvious_challenger,MXR,MXR Phase 90,MXR Phase 90,effects-and-pedals,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,32,low,Vintage/reissue split where evidence supports.,Assistant obvious challenger
assistant_obvious_challenger,Strymon,Strymon TimeLine,Strymon TimeLine,effects-and-pedals,matchable_canonical_product,match_target,exact_kg_product,yes,,50,0,2909,0,67,medium,Liquidity challenger.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Deluxe Reverb,Fender Deluxe Reverb (vintage),amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,1,,0,43,low,Blackface/silverface vintage.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Deluxe Reverb,Fender '65 Deluxe Reverb Reissue,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,37,low,Reissue line.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Deluxe Reverb,Fender '68 Custom Deluxe Reverb,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,35,low,Custom line.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Deluxe Reverb,Fender Tone Master Deluxe Reverb,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,32,low,Digital; separate market.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Princeton Reverb,Fender Princeton Reverb (vintage),amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,37,low,Vintage.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Princeton Reverb,Fender '65 Princeton Reverb Reissue,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Reissue.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Princeton Reverb,Fender Tone Master Princeton Reverb,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Digital.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Twin Reverb,Fender Twin Reverb (vintage),amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,1,5200,0,50,low,Vintage.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Twin Reverb,Fender '65 Twin Reverb Reissue,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Reissue.,Assistant obvious challenger
assistant_obvious_challenger,Fender,Fender Twin Reverb,Fender Tone Master Twin Reverb,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,23,low,Digital.,Assistant obvious challenger
assistant_obvious_challenger,Marshall,Marshall Vintage,Marshall JTM45,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,39,low,Earliest circuit.,Assistant obvious challenger
assistant_obvious_challenger,Marshall,Marshall Vintage,Marshall Super Lead / Plexi,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,0,2585,0,47,low,1959SLP family.,Assistant obvious challenger
assistant_obvious_challenger,Marshall,Marshall JCM800,Marshall JCM800 2203,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,0,0,,,38,low,Master volume 100W.,Assistant obvious challenger
assistant_obvious_challenger,Marshall,Marshall JCM800,Marshall JCM800 2204,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,0,11337,0,51,low,Master volume 50W.,Assistant obvious challenger
assistant_obvious_challenger,Vox,Vox AC30,Vox AC30 (vintage),amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,yes,,1,1,9600,0,47,low,Vintage AC30 family.,Assistant obvious challenger
assistant_obvious_challenger,Vox,Vox AC30,Vox AC30 (modern/reissue),amps,discovery_only,not_a_match_target,missing_from_kg,yes,,0,0,,,17,low,DISCOVERY: modern sub-model boundary unreliable.,Assistant obvious challenger
assistant_obvious_challenger,Mesa/Boogie,Mesa Rectifier,Mesa/Boogie Dual Rectifier,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,34,low,High-gain reference.,Assistant obvious challenger
assistant_obvious_challenger,Mesa/Boogie,Mesa Mark,Mesa/Boogie Mark IIC+,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,38,low,Collector tier.,Assistant obvious challenger
assistant_obvious_challenger,Roland,Roland JC-120,Roland JC-120,amps,matchable_canonical_product,match_target,partial_family_multiple_kg_rows,yes,,69,0,6080,3,57,low,Jazz Chorus.,Assistant obvious challenger
assistant_obvious_challenger,Ampeg,Ampeg Bass,Ampeg B-15,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,36,low,Portaflex.,Assistant obvious challenger
assistant_obvious_challenger,Ampeg,Ampeg Bass,Ampeg SVT,amps,matchable_canonical_product,match_target_pending_kg,missing_from_kg,no,,0,0,,,37,low,Reference bass head.,Assistant obvious challenger
