candidate_id,source_origin,source_row_label,brand,family_or_model,hierarchy_role,reconciliation_state,kg_mapping,canonical_product_id,slug,final_decision,score,confidence,lifecycle_proposal,decision_reason
GL-0210,gross_list_336,Korg	Mono/Poly,Korg,MONO/POLY,matchable_canonical_product,variant_split,exact_kg_product,69e4e94d-cbb8-4a15-a6a3-3eb5a6558011,korg-mono-poly,core,66,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Korg Mono/Poly""."
GL-0211,gross_list_336,Korg	Mono/Poly,Korg,Mono/Poly,,variant_split,exact_kg_product,b19080df-b9a4-4cdb-b06a-7fcf663e0e88,korg-monopoly,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0212,gross_list_336,Korg	MS-10 / MS-50,Korg,MS-10 / MS-50,,duplicate_consolidated,exact_kg_product,2d6df483-cbc4-441d-832f-be8346757d5b,korg-ms-50,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0213,gross_list_336,Korg	MS-10 / MS-50,Korg,MS-10 / MS-50,,duplicate_consolidated,exact_kg_product,daebfc64-fa28-4d02-a9ca-271c9b262ff1,korg-ms-10,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0214,gross_list_336,Korg	MS-20,Korg,MS-20,matchable_canonical_product,variant_split,exact_kg_product,9622dc8d-b230-4eb4-9598-aae5c762a7c3,korg-ms-20,core,78,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Korg MS-20""."
GL-0215,gross_list_336,Korg	MS-20,Korg,MS-20 mini,,variant_split,exact_kg_product,29e24960-e3cc-4f16-9878-8bf5c4e22521,korg-ms-20-mini,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0216,gross_list_336,Korg	MS-2000,Korg,MS2000,,exact_match,exact_kg_product,8838f2ca-0325-41f0-8132-4d274da066a6,korg-ms2000,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0217,gross_list_336,Korg	PE-1000 / PE-2000 Polyphonic Ensemble,Korg,PE-1000 / PE-2000 Polyphonic Ensemble,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0218,gross_list_336,Korg	Poly-61,Korg,Poly-61,,exact_match,exact_kg_product,2b3960b1-453a-42c0-ac4b-84c8638dd9e2,korg-poly-61,reserve,45,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Korg Poly-61""."
GL-0219,gross_list_336,Korg	Poly-800,Korg,Poly-800,,exact_match,exact_kg_product,92653139-5144-47b5-8cb6-b88f48710d8a,korg-poly-800,reserve,47,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Korg Poly-800""."
GL-0220,gross_list_336,Korg	Polysix,Korg,PolySix,matchable_canonical_product,duplicate_consolidated,exact_kg_product,7d4b2240-0e63-4e29-897f-91e6688b826d,korg-polysix,core,66,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Korg Polysix""."
GL-0221,gross_list_336,Korg	Polysix,Korg,PolySix 1980s - Navy Blue,,duplicate_consolidated,exact_kg_product,0c079ca9-7275-4f9a-8ccb-b40cd5a6aa30,korg-polysix-1980s-navy-blue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0222,gross_list_336,Korg	Prophecy,Korg,Prophecy,,exact_match,exact_kg_product,433befe9-95fc-4e3d-8ff5-95eff98cc358,korg-prophecy,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0223,gross_list_336,Korg	SE-300 / SE-500 Stage Echo,Korg,SE-300 / SE-500 Stage Echo,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0224,gross_list_336,Korg	Trident,Korg,Trident,,exact_match,exact_kg_product,89a6f2d7-9fd0-4d67-93ed-307aa515d5f2,korg-trident,reserve,47,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Korg Trident""."
GL-0225,gross_list_336,Korg	Wavestation,Korg,Wavestation,,duplicate_consolidated,exact_kg_product,081d6e35-16e8-4546-9ca5-a66ab10e5117,korg-wavestation,reserve,46,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Korg Wavestation""."
GL-0226,gross_list_336,Korg	Wavestation,Korg,Wavestation SR,,duplicate_consolidated,exact_kg_product,53146bda-6e46-4b35-a4d5-b289164789d6,korg-wavestation-sr,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0227,gross_list_336,Korg	Wavestation,Korg,Wavestation A/D,,duplicate_consolidated,exact_kg_product,da7f406d-b216-48a9-8b41-4df510d74b40,korg-wavestation-ad,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0228,gross_list_336,Korg	Z1,Korg,Z1,,exact_match,exact_kg_product,a1d433a5-a371-41b5-b2d6-7a836731a1a6,korg-z1,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0229,gross_list_336,Kush Audio	Clariphonic,Kush Audio,Clariphonic,,duplicate_consolidated,exact_kg_product,8a4be504-6dca-404c-b37b-a4842971a9f9,kush-clariphonic,reserve,49,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Kush Audio Clariphonic""."
GL-0230,gross_list_336,Kush Audio	Clariphonic,Kush Audio,Clariphonic,,duplicate_consolidated,exact_kg_product,559d3efa-f8a6-4756-9391-68c3ce755e85,kush-audio-kush-audio-clariphonic-pair-500-series-parallel-equalizer-module-2010s-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0231,gross_list_336,Kush Audio	Clariphonic,Kush Audio,Clariphonic Channel Parallel Equalizer 2010s - Brown / Black,,duplicate_consolidated,exact_kg_product,7cd9cb57-3967-4775-92dc-398df862608e,kush-audio-kush-audio-clariphonic-channel-parallel-equalizer-2010s-brown-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0232,gross_list_336,Kush Audio	Clariphonic,Kush Audio,Clariphonic,,duplicate_consolidated,exact_kg_product,7cda8f00-e3bf-4713-9382-8ca7d291cfa8,kush-audio-kush-audio-clariphonic-500-series-parallel-equalizer-module-2010s-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0233,gross_list_336,Kush Audio	Clariphonic,Kush Audio,Clariphonic,,duplicate_consolidated,exact_kg_product,7d67f2b1-8288-4f63-ad3b-d740cfee0ad2,kush-audio-kush-audio-clariphonic-dual-channel-parallel-equalizer-2010s-brown-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0234,gross_list_336,Kush Audio	Clariphonic,Kush Audio,Clariphonic,,duplicate_consolidated,exact_kg_product,910bb68b-3283-47df-815b-9c45d7900d60,kush-audio-kush-audio-ubk-clariphonic,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0235,gross_list_336,Lexicon	224,Lexicon,224,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0236,gross_list_336,Lexicon	480L,Lexicon,480L,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0237,gross_list_336,Lexicon	Prime Time Model 93 / Prime Time series,Lexicon,Prime Time Model 93 / Prime Time series,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0238,gross_list_336,Linn	9000,Linn,9000,,exact_match,exact_kg_product,c7482190-1bff-4fb1-9979-80e17fec380a,linn-electronics-linn-9000,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0239,gross_list_336,Linn	LinnDrum,Linn,LinnDrum,,exact_match,exact_kg_product,39ed2910-11ae-44ad-a1b1-3f724fc483cf,linn-electronics-linndrum,incumbent_removed,44,low,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03 (incumbent removal).
GL-0240,gross_list_336,Linn	LM-1,Linn,LM-1,,exact_match,exact_kg_product,54863a9f-d7b7-4a20-939b-336ff5174333,linn-electronics-lm-1-drum-computer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0241,gross_list_336,Logan	String Melody / String Melody II,Logan,String Melody / String Melody II,,duplicate_consolidated,exact_kg_product,1a7ce29a-5a90-4bc0-9304-2131965c561f,logan-hohner-string-melody-ii-0,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0242,gross_list_336,Logan	String Melody / String Melody II,Logan,String Melody / String Melody II,,duplicate_consolidated,exact_kg_product,95b229f0-db08-471c-a613-95df1d835c82,logan-hohner-string-melody-ii,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0243,gross_list_336,Maestro	Echoplex EP-1 / EP-2,Maestro,Echoplex EP-1 / EP-2,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0244,gross_list_336,Maestro	Echoplex EP-3 / EP-4,Maestro,Echoplex EP-3 / EP-4,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0245,gross_list_336,Manley	ELOP,Manley,ELOP,,duplicate_consolidated,exact_kg_product,d53a889e-63be-4eb7-a2e1-b011f94557b3,manley-elop,reserve,54,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Manley ELOP""."
GL-0246,gross_list_336,Manley	ELOP,Manley,ELOP + Stereo Limiter Compressor,,duplicate_consolidated,exact_kg_product,3aeb9230-c1b1-4161-8b66-ae8eaddcf186,manley-manley-elop--stereo-limiter-compressor,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0247,gross_list_336,Manley	ELOP,Manley,ELOP+,,duplicate_consolidated,exact_kg_product,41a19538-ae57-4509-b615-d601cda91209,manley-manley-elop,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0248,gross_list_336,Manley	Massive Passive,Manley,Labs Massive Passive Stereo Tube Equalizer,,variant_split,exact_kg_product,163f2c3a-e36b-4572-b968-7391480c58ed,manley-manley-labs-massive-passive-stereo-tube-equalizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0249,gross_list_336,Manley	Massive Passive,Manley,Labs Massive Passive Stereo Tube Equalizer 2000s - Purple,,variant_split,exact_kg_product,63cea733-4571-4a8a-b086-8a5f0cb3d386,manley-manley-labs-massive-passive-stereo-tube-equalizer-2000s-purple,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0250,gross_list_336,Manley	Massive Passive,Manley,Massive Passive,,variant_split,exact_kg_product,7148213b-cb3c-421c-910e-671a60f45724,manley-manley-massive-passive-xxv-anniversary-edition-stereo-tube-eq,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0251,gross_list_336,Manley	Massive Passive,Manley,Mastering Massive Passive  EQ,,variant_split,exact_kg_product,75495452-9f2f-4d21-9cb3-85cf8dc1dc97,manley-manley-mastering-massive-passive-eq,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0252,gross_list_336,Manley	Massive Passive,Manley,Massive Passive Stereo Tube EQ,,variant_split,exact_kg_product,940afc3c-d933-4c9d-8a3d-3620211861af,manley-manley-massive-passive-stereo-tube-eq,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0253,gross_list_336,Manley	Massive Passive,Manley,Labs Massive Passive Mastering EQ Equalizer | Pro Audio LA,,variant_split,exact_kg_product,be1feef5-edab-410e-92eb-e5c577526e36,manley-manley-labs-massive-passive-mastering-eq-equalizer--pro-audio-la,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0254,gross_list_336,Manley	Massive Passive,Manley,Massive Passive,,variant_split,exact_kg_product,e82ec137-575d-4721-be7b-d1d6e5a9797a,manley-massive-passive,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0255,gross_list_336,Manley	Massive Passive,Manley,Labs Massive Passive Mastering Version Stereo Tube Equalizer,,variant_split,exact_kg_product,f2fb4f0f-c4f6-42d6-9199-e0fe18aa1a31,manley-manley-labs-massive-passive-mastering-version-stereo-tube-equalizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0256,gross_list_336,Manley	Reference Cardioid Microphone,Manley,Reference Cardioid,,duplicate_consolidated,exact_kg_product,185521d4-c2bc-45e1-a42c-85fadd2248e7,manley-manley-reference-cardioid,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0257,gross_list_336,Manley	Reference Cardioid Microphone,Manley,Reference Cardioid,,duplicate_consolidated,exact_kg_product,3bfa3be3-fc54-4698-a1e8-bb2c488ba63c,manley-reference-cardioid,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0258,gross_list_336,Manley	Reference Cardioid Microphone,Manley,Reference Cardioid,,duplicate_consolidated,exact_kg_product,6aeb4f2a-357d-4a2b-8cb2-cd87d0c470ac,manley-ref-c,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0259,gross_list_336,Manley	Reference Cardioid Microphone,Manley,Reference Cardioid Microphone Tube Microphone,,duplicate_consolidated,exact_kg_product,71cb2861-264a-4c67-8bfe-660e761244ed,manley-manley-reference-cardioid-microphone-tube-microphone,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0260,gross_list_336,Manley	VOXBOX,Manley,VOXBOX,matchable_canonical_product,duplicate_consolidated,exact_kg_product,00966076-422b-4494-95f3-2791e2364738,manley-voxbox,core,63,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Manley VOXBOX""."
GL-0261,gross_list_336,Manley	VOXBOX,Manley,VOXBOX,,duplicate_consolidated,exact_kg_product,2071db68-76ec-4a81-bb0f-78014f6496ef,manley-manley-voxbox-demo,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0262,gross_list_336,Manley	VOXBOX,Manley,VoxBox Chanel Strip (Pride Edition),,duplicate_consolidated,exact_kg_product,2cb6f3cd-3aac-42d4-9485-d9454a489062,manley-manley-voxbox-chanel-strip-pride-edition,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0263,gross_list_336,Manley	VOXBOX,Manley,Labs VOXBOX Tube Channel Strip 2000s - Silver,,duplicate_consolidated,exact_kg_product,388a6e3c-fb1c-4920-a190-752a54769a57,manley-manley-labs-voxbox-tube-channel-strip-2000s-silver,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0264,gross_list_336,Manley	VOXBOX,Manley,VOXBOX,,duplicate_consolidated,exact_kg_product,594486f3-633d-46c4-bffc-f4c4672802b2,manley-manley-labs-voxbox-tube-channel-strip,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0265,gross_list_336,Manley	VOXBOX,Manley,VOXBOX,,duplicate_consolidated,exact_kg_product,b698d969-db87-4ff2-beb9-8861fb1419da,manley-manley-voxbox-chanel-strip,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0266,gross_list_336,Mattel	Bee Gees Rhythm Machine,Mattel,Bee Gees Rhythm Machine,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0267,gross_list_336,Mellotron	M400 / Mk II,Mellotron,M400 / Mk II,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0268,gross_list_336,Microtech Gefell	CMV 563,Microtech Gefell,CMV 563,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0269,gross_list_336,Microtech Gefell	M300,Microtech Gefell,M300,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0270,gross_list_336,Microtech Gefell	M930 / M930 Ts,Microtech Gefell,M930 / M930 Ts,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0271,gross_list_336,Microtech Gefell	PM 750,Microtech Gefell,PM 750,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0272,gross_list_336,Microtech Gefell	UM 70 / UMT 70S,Microtech Gefell,UM 70 / UMT 70S,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0273,gross_list_336,Moog	Liberation,Moog,Liberation,,exact_match,exact_kg_product,6d78241e-f953-4282-b9e8-03a7de47d527,moog-liberation,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0274,gross_list_336,Moog	Memorymoog,Moog,Memorymoog,,exact_match,exact_kg_product,67d2fb6f-523e-4a21-970f-26c02d16fdf7,moog-memorymoog,reserve,52,low,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0275,gross_list_336,Moog	MF-104 Moogerfooger Analog Delay,Moog,MF-104,,exact_match,exact_kg_product,77101a23-ff3f-4bb2-8cf2-ef635f3c6aad,moog-mf-104,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0276,gross_list_336,Moog	Micromoog,Moog,Micromoog,,exact_match,exact_kg_product,fad8e32d-aa17-48f7-b794-eac4909c44e9,moog-micromoog,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0277,gross_list_336,Moog	Minimoog Model D,Moog,Minimoog,matchable_canonical_product,variant_split,exact_kg_product,a03a8e67-8b21-4837-af83-606e63f2e08f,moog-minimoog,core,81,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Moog Minimoog Model D"" (variant split)."
GL-0278,gross_list_336,Moog	Minimoog Model D,Moog,Model D,matchable_canonical_product,variant_split,exact_kg_product,3f50f49b-7af3-464d-8494-b76e49327b84,moog-model-d,core,69,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Moog Minimoog Model D"" (variant split)."
GL-0279,gross_list_336,Moog	Minimoog Model D,Moog,Minimoog Model D,,variant_split,exact_kg_product,aa0c2f0b-048d-4d8a-8229-fcb5d7dbfaa8,moog-minimoog-model-d,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0280,gross_list_336,Moog	Minimoog Model D,Moog,Minimoog Model D,,variant_split,exact_kg_product,ba559572-e23e-4f30-a8c0-7f777fc807c0,moog-moog-music-minimoog-model-d-analog-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0281,gross_list_336,Moog	Minimoog Model D,Moog,Minimoog Model D,,variant_split,exact_kg_product,d2b184ae-f5ea-4f44-9fe7-e26a9c63d7b4,moog-moog-minimoog-model-d-2023-usa--brand-new--detroit-modular,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0282,gross_list_336,Moog	Minimoog Model D,Moog,Minimoog Model D,,variant_split,exact_kg_product,f0f6c71a-9618-42d2-a19a-af83d012ac32,moog-moog-minimoog-model-d-reissue-2016-model--100-analog-synth-44keys--brand-new-armens,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0283,gross_list_336,Moog	Modular System 35 / 55,Moog,Modular System 35 / 55,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0284,gross_list_336,Moog	Multimoog,Moog,Multimoog,,duplicate_consolidated,exact_kg_product,2021cd14-6ac5-4140-9166-76e1d82dab5e,moog-multimoog,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0285,gross_list_336,Moog	Multimoog,Moog,Multimoog 1981,,duplicate_consolidated,exact_kg_product,e805da01-99d8-4332-a25c-1ca91fe4b50a,moog-moog-multimoog-1981,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0286,gross_list_336,Moog	Opus 3,Moog,Opus 3,,exact_match,exact_kg_product,1b731e3f-7072-4806-93b2-a394c61660bf,moog-opus-3,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0287,gross_list_336,Moog	Polymoog,Moog,Polymoog 203a,,exact_match,exact_kg_product,b7550bb5-a39e-473b-b069-f4377af58826,moog-polymoog-203a,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0288,gross_list_336,Moog	Prodigy,Moog,Prodigy,,exact_match,exact_kg_product,bde05fc8-6a98-4b40-ac46-912c636d2eb3,moog-prodigy,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0289,gross_list_336,Moog	Rogue,Moog,Rogue,,variant_split,exact_kg_product,2aa1679f-2560-435f-a4a4-617a470cb074,moog-rogue,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0290,gross_list_336,Moog	Rogue,Moog,THE ROGUE - VINTAGE SYNTH BASS!!,,variant_split,exact_kg_product,5897874a-c815-4cb6-b813-34a374caff41,moog-moog-the-rogue-vintage-synth-bass,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0291,gross_list_336,Moog	Sonic Six,Moog,Sonic Six,,exact_match,exact_kg_product,1b557d87-c0b8-499a-9cea-c64ba6ef4bc7,moog-sonic-six,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0292,gross_list_336,Moog	Source,Moog,Source,matchable_canonical_product,exact_match,exact_kg_product,c407d5eb-6423-4854-bffe-4a0b1a519b34,moog-source,core,58,medium,support=supported;visibility=private;monitoring=unchanged,"NEW ENTRY from gross list ""Moog Source""."
GL-0293,gross_list_336,Moog	Taurus I / II / III,Moog,Taurus II,,variant_split,exact_kg_product,082c0e0c-4efe-4056-93c2-75e905c2184c,moog-taurus-ii,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0294,gross_list_336,Moog	Taurus I / II / III,Moog,Taurus I / II / III,,variant_split,exact_kg_product,09177549-c2c9-4a36-aaad-b8db305112a9,moog-taurus-i,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0295,gross_list_336,Moog	Vocoder,Moog,Vocoder,,exact_match,exact_kg_product,51a77e4f-2c53-4b79-a662-e3e73e817965,moog-vocoder,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0296,gross_list_336,Moog	Voyager,Moog,Moog MiniMoog Voyager OldSchool 2008,,duplicate_consolidated,exact_kg_product,0fa2f023-fcb2-42e7-a422-710d4361cac4,moog-moog-moog-minimoog-voyager-oldschool-2008,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0297,gross_list_336,Moog	Voyager,Moog,Minimoog Voyager Old School Analog Synth / 44keys / BRAND NEW //ARMENS//,,duplicate_consolidated,exact_kg_product,76d98366-c0ee-4967-9b9e-282516fb117a,moog-moog-minimoog-voyager-old-school-analog-synth-44keys-brand-new-armens,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0298,gross_list_336,Moog	Voyager,Moog,Mini Voyager,,duplicate_consolidated,exact_kg_product,9065665b-f70e-4937-a5ee-1b3609cdd0a5,moog-mini-voyager,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0299,gross_list_336,Moog	Voyager,Moog,Voyager,,duplicate_consolidated,exact_kg_product,92a68ebc-f17e-41eb-8dce-baa0e13f1eed,moog-moog-voyager-rme-analoger-synthesizer-rack--holz--wie-neu--ovp--garantie,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0300,gross_list_336,Moog	Voyager,Moog,Minimoog Voyager,,duplicate_consolidated,exact_kg_product,c9b82de0-c751-4647-b2b4-499b5480a730,moog-minimoog-voyager,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0301,gross_list_336,Moog	Voyager,Moog,Minimoog Voyager Old School - Voyager OS,,duplicate_consolidated,exact_kg_product,d16725d6-b82a-431b-b918-758bb67bfe16,moog-moog-minimoog-voyager-old-school-voyager-os,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0302,gross_list_336,Moog	Voyager,Moog,Voyager,,duplicate_consolidated,exact_kg_product,e09869b9-c23b-4b1c-a2a1-b117ac9877ab,moog-moog-minimoog-voyager-old-school-synthesizer--ovp--fast-neuwertig--15jahre-garantie,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0303,gross_list_336,Mu-Tron	Bi-Phase,Mu-Tron,Bi-Phase,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0304,gross_list_336,MXR	Analog Delay Model 118 / 134,MXR,Analog Delay Model 118 / 134,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0305,gross_list_336,Neumann	KM53 / KM54 / KM56,Neumann,KM53 / KM54 / KM56,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0306,gross_list_336,Neumann	KM84 / KM184,Neumann,SKM 184,,variant_split,exact_kg_product,4c0dfaf1-064d-4dc2-81e8-716e7b470f22,neumann-skm-184,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0307,gross_list_336,Neumann	KM84 / KM184,Neumann,KM184 (Matte Black) Mic Microphone Matched Stereo Pair SKM184 KM184MT,,variant_split,exact_kg_product,66603458-72bb-49b6-b1b2-1d7630448c13,neumann-neumann-km184-matte-black-mic-microphone-matched-stereo-pair-skm184-km184mt,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
